Smoothing,Measure,E,Test,value
ID,CC,1,Besag-Newell (1991),0.888993710691824
ID,CC,1,Kulldorff (1997),0.910188679245283
ID,CC,1.5,Turnbull (1990),0.9240880503144654
ID,CC,1.5,Besag-Newell (1991),0.8958490566037736
ID,CC,1.5,Kulldorff (1997),0.9175471698113208
ID,CC,2,Turnbull (1990),0.9241509433962264
ID,CC,2,Besag-Newell (1991),0.8965408805031447
ID,CC,2,Kulldorff (1997),0.9230188679245284
BYM,CC,0.5,Turnbull (1990),0.9237735849056604
BYM,CC,0.5,Besag-Newell (1991),0.8867924528301887
BYM,CC,0.5,Kulldorff (1997),0.9165408805031446
BYM,CC,1,Turnbull (1990),0.9245283018867925
BYM,CC,1,Besag-Newell (1991),0.8868553459119497
BYM,CC,1,Kulldorff (1997),0.9209433962264151
BYM,CC,1.5,Turnbull (1990),0.9245283018867925
BYM,CC,1.5,Besag-Newell (1991),0.8881132075471698
BYM,CC,1.5,Kulldorff (1997),0.9280503144654089
BYM,CC,2,Turnbull (1990),0.9245283018867925
BYM,CC,2,Besag-Newell (1991),0.889056603773585
BYM,CC,2,Kulldorff (1997),0.940188679245283
